hitech_prgm,hitech_sub_prgm,hitech_prgm_website,hitech_prgm_role,consortia_region,grantee_name,org_name,federal_funding,region,region_code,zip_code,grantee_website,grantee_website_url
Health IT Workforce Programs,Program of Assistance for University Based Training,http://healthit.gov/providers-professionals/workforce-development-programs,Recipient,,Johns Hopkins University,,"3,752,512.00",Maryland,MD,20036,http://www.jhu.edu/healthIT,http://www.jhu.edu/
Health IT Workforce Programs,Program of Assistance for University Based Training,http://healthit.gov/providers-professionals/workforce-development-programs,Recipient,,Oregon Health & Science University,,"3,085,812.00",Oregon,OR,97239,http://www.ohsu.edu/ohsuedu/academic/som/dmice/onc.cfm,http://www.ohsu.edu/
Health IT Workforce Programs,Program of Assistance for University Based Training,http://healthit.gov/providers-professionals/workforce-development-programs,Recipient,,Texas State University,,"5,421,205.00",Texas,TX,78666,http://pure-hit.health.txstate.edu/,http://pure-hit.health.txstate.edu/
Health IT Workforce Programs,Program of Assistance for University Based Training,http://healthit.gov/providers-professionals/workforce-development-programs,Recipient,,University of Colorado Denver College of Nursing,,"2,622,186.00",Colorado,CO,80045,http://nursing.ucdenver.edu/HITEC,http://nursing.ucdenver.edu/
Health IT Workforce Programs,Program of Assistance for University Based Training,http://healthit.gov/providers-professionals/workforce-development-programs,Recipient,,University of Minnesota,,"5,145,705.00",Minnesota,MN,55455,http://www.uphi.umn.edu/,http://www.uphi.umn.edu/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Program Obligations,,,,"564,000,000.00",National,US,,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Agency of Health Care Administration,The Florida Health Information Exchange,"20,738,582.00",Florida,FL,12073,https://www.florida-hie.net/,https://www.florida-hie.net/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Alabama Medicaid Agency,One Health Record,"10,564,789.00",Alabama,AL,1101,http://www.onehealthrecord.alabama.gov/,http://www.onehealthrecord.alabama.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Arizona Governor's Office of Economic Recovery,Arizona Health e-Connecton (AzHeC),"9,377,000.00",Arizona,AZ,4013,http://www.azhec.org/,http://www.azhec.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Arkansas Dept of Finance and Administration,State Health Alliance for Records Exchange,"7,909,401.00",Arkansas,AR,5119,http://sharearkansas.com/about/governance,http://sharearkansas.com/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Cabinet for Health and Family Services,Kentucky Health Information Exchange,"9,750,000.00",Kentucky,KY,21073,http://khie.ky.gov/Pages/index.aspx,http://khie.ky.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,California Health and Human Services Agency,California Office of Health Information Integrity,"38,752,536.00",California,CA,6067,http://www.ohii.ca.gov/calohi/ehealth_partners.htm,http://www.ohii.ca.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Colorado Regional Health Information Organization,Colorado Regional Health Information Organization,"10,894,560.00",Colorado,CO,8031,http://www.corhio.org/,http://www.corhio.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,"Commonwealth of the NMI, Department of Public Health",,"800,000.00",Northern Mariana Islands,MP,69010,http://www.cnmi-hit.mp/,http://www.cnmi-hit.mp/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Delaware Health Information Network,Delaware Health Information Network,"4,680,284.00",Delaware,DE,10001,http://dhin.org/,http://dhin.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Department of Public Health,Health Information Technology Exchange of CT (HITE-CT),"7,297,930.00",Connecticut,CT,8003,http://www.ct.gov/dph/cwp/view.asp?a=3936&q=462912&dphNav=|&dphNav_GID=1993,http://www.ct.gov/dph
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Georgia Department of Community Health,Georgia Health Information Network (GaHIN),"14,689,992.00",Georgia,GA,13121,http://www.gahin.org/,http://www.gahin.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Government of the District of Columbia,Department of Health Care Finance,"5,189,709.00",District Of Columbia,DC,11001,http://dhcf.dc.gov/page/health-information-exchange,http://dhcf.dc.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Governor's Office of Health Care Reform Commonwealth of Pennsylvania,Pennsylvania eHealth Partnership Authority,"17,140,446.00",Pennsylvania,PA,42043,http://www.paehealth.org/,http://www.paehealth.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Health Care Authority,OneHealthPort,"11,300,000.00",Washington,WA,53067,http://www.hca.wa.gov/HealthIT/Pages/HIE.aspx,http://www.hca.wa.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,HealthShare Montana,HealthShare Montana,"7,168,728.00",Montana,MT,30031,http://www.healthsharemontana.org/,http://www.healthsharemontana.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Idaho Health Data Exchange,Idaho Health Data Exchange,"5,940,500.00",Idaho,ID,16001,http://www.idahohde.org/,http://www.idahohde.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Illinois Department of Health care and Family Services,Illinois Health Information Exchange,"18,837,639.00",Illinois,IL,17167,http://www.illinois.gov/sites/ILHIE/Pages/default.aspx,http://www.illinois.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,"Indiana Health Information Technology, Inc.","Indiana Health Information Technology, Inc.","13,286,409.00",Indiana,IN,18097,http://www.ihie.org/,http://www.ihie.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Iowa Department of Public Health,Iowa Health Information Network,"8,375,000.00",Iowa,IA,19153,http://www.iowaehealth.org/patient/,http://www.iowaehealth.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Kansas Health Information Exchange Project,Kansas Health Information Exchange Project,"9,010,066.00",Kansas,KS,20177,http://www.khinonline.org/,http://www.khinonline.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,LCF Research,New Mexico Health Information Collaborative,"7,070,441.00",New Mexico,NM,35001,http://www.lcfresearch.org/nmhic-hie,http://www.lcfresearch.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Louisiana Health Care Quality Forum,Louisiana Health Information Exchange,"10,583,000.00",Louisiana,LA,22033,http://www.lhcqf.org/for-providers/lahie,http://www.lhcqf.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Massachusetts eHealth Institute,Mass Hiway,"13,992,348.00",Massachusetts,MA,25027,http://mehi.masstech.org/ehealth/health-information-exchange/mass-hiway,http://mehi.masstech.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Michigan Department of Health,Michigan Health Information Network,"14,993,085.00",Michigan,MI,26065,https://www.michiganhealthit.org/hie/,https://www.michiganhealthit.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Minnesota Department of Health,Minnesota Department of Health,"9,622,000.00",Minnesota,MN,27123,http://www.health.state.mn.us/e-health/hie.html,http://www.health.state.mn.us/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Missouri Depart of Social Services,Missouri Health Connection,"13,765,040.00",Missouri,MO,29051,http://www.missourihealthconnection.org/,http://www.missourihealthconnection.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Nebraska Department of Administrative Services,Nebraska Health Information Initiative,"6,837,180.00",Nebraska,NE,31109,https://nehii.org/,https://nehii.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Nevada Department of Health and Human Services,Nevada Health Information Exchange (NV-HIE),"6,133,426.00",Nevada,NV,32510,http://dhhs.nv.gov/Programs/HIT/NV-HIE/NV-HIE/,http://dhhs.nv.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,New Hampshire Department of Health and Human Services,New Hampshire Health Information Organization (NHHIO),"5,457,856.00",New Hampshire,NH,33013,http://www.dhhs.nh.gov/hie/,http://www.dhhs.nh.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,New Jersey Health Care Facilities Financing Authority,New Jersey Health Information Network,"11,408,594.00",New Jersey,NJ,34021,http://www.state.nj.us/health/njhit/state/njhin/,http://www.state.nj.us/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,New York eHealth Collaborative Inc.,Statewide Health Information Network of New York (SHIN-NY),"22,364,782.00",New York,NY,36061,http://www.nyehealth.org/shin-ny/,http://www.nyehealth.org/shin-ny/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,North Carolina Department of State Treasurer,North Carolina Health Information Exchange,"14,659,553.00",North Carolina,NC,37183,http://www.nchie.org/,http://www.nchie.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Office of the Governor (Guam),,"1,600,000.00",Guam,GU,66010,http://hie.guam.gov/,http://hie.guam.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,CliniSync,CliniSync Health Information Exchange,"14,872,199.00",Ohio,OH,39049,http://www.clinisync.org/,http://www.clinisync.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Oklahoma Health Care Authority,Oklahoma Health Information Exchange Trust,"10,602,827.00",Oklahoma,OK,40109,http://www.ohiet.org/,http://www.ohiet.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Oticina del Gobernador La Fortaeza (Puerto Rico),,"7,770,980.00",Puerto Rico,PR,71127,http://www.prhin.net/web/public/home,http://www.prhin.net/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Pacific Ecommerce Development Corporation (American Samoa),,"600,000.00",American Samoa,AS,60050,http://ashie.org/index.php?option=com_content&view=frontpage,http://ashie.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Rhode Island Quality Institute,CurrentCare,"5,280,000.00",Rhode Island,RI,44007,http://www.currentcareri.org/,http://www.currentcareri.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,South Carolina Department of Health & Human Services,South Carolina Health Information Exchange (SCHIEx),"9,576,408.00",South Carolina,SC,45079,http://schiex.org/,http://schiex.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,South Dakota Department of Health,South Dakota HealthLink,"6,081,750.00",South Dakota,SD,46065,http://www.sdhealthlink.org/,http://www.sdhealthlink.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,State of Alaska,Alaska eHealth Network (AeHN),"4,963,063.00",Alaska,AK,2020,http://www.ak-ehealth.org/for-providers/health-information-exchange/,http://www.ak-ehealth.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,State of Maine/Governor's Office of Health Policy & Finance,HealthInfoNet,"6,599,401.00",Maine,ME,23011,http://www.hinfonet.org/,http://www.hinfonet.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,State of Mississippi,Mississippi Health Information Network,"10,387,000.00",Mississippi,MS,28049,http://www.ms-hin.ms.gov/Pages/default.aspx,http://www.ms-hin.ms.gov/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,"State of North Dakota, Information Technology Department",North Dakota Health Information Network,"5,343,733.00",North Dakota,ND,38015,http://www.ndhin.org/,http://www.ndhin.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,State of Oregon,CareAccord,"8,579,992.00",Oregon,OR,41047,https://www.careaccord.org/,https://www.careaccord.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,State of Tennessee,Office of eHealth Initiatives,"11,664,580.00",Tennessee,TN,47037,https://www.tn.gov/ehealth/topic/tennessees-hie-strategy,https://www.tn.gov/ehealth/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Texas Health and Human Services Commission,HIETexas,"28,810,208.00",Texas,TX,48453,http://hietexas.org/,http://hietexas.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,The Hawaii Health Information Exchange,The Hawaii Health Information Exchange,"5,602,318.00",Hawaii,HI,15003,https://www.hawaiihie.org/,https://www.hawaiihie.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,The Maryland Department of Health and Mental Hygiene,Chesapeake Regional Information System for Our Patients (CRISP),"10,997,095.00",Maryland,MD,24005,https://crisphealth.org/,https://crisphealth.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Utah Department of Health,Utah Health Information Network,"6,296,705.00",Utah,UT,49035,http://www.mychie.org/,http://www.mychie.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Vermont Department of Human Services,Vermont Health Information Exchange (VHIE),"5,034,328.00",Vermont,VT,50023,https://www.vitl.net/connect-vermont-health-information-exchange,https://www.vitl.net/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Virgin Islands Department of Health,,"1,000,000.00",Virgin Islands,VI,78010,http://www.healthvi.org/programs/health-technology/index.html,http://www.healthvi.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Virginia Department of Health,ConnectVirgina,"11,613,537.00",Virginia,VA,51760,https://www.connectvirginia.org/,https://www.connectvirginia.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,West Virginia Department of Health and Human Resources,West Virginia Health Information Network,"7,819,000.00",West Virginia,WV,54039,http://www.wvhin.org/default.aspx,http://www.wvhin.org/default.aspx
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Wisconsin Department of Health and Family Services,Wisconsin Statewide Health Information Network,"9,441,000.00",Wisconsin,WI,55025,http://www.wishin.org/,http://www.wishin.org/
State Health Information Exchange Program,State Health Information Exchange Program,http://healthit.gov/policy-researchers-implementers/state-health-information-exchange,Recipient,,Office of the Governor (Wyoming),"Wyoming e-Health Partnership, Inc.","4,873,000.00",Wyoming,WY,56021,http://www.ehealthwyo.org/,http://www.ehealthwyo.org/
Strategic Health IT Advanced Research Projects (SHARP) Program,Strategic Health IT Advanced Research Projects (SHARP) Program,http://www.healthit.gov/policy-researchers-implementers/research-innovation,Program Obligations,,,,"60,000,000.00",National,US,,http://www.healthit.gov/policy-researchers-implementers/research-innovation,http://www.healthit.gov/policy-researchers-implementers/research-innovation
Strategic Health IT Advanced Research Projects (SHARP) Program,SHARPc,http://www.healthit.gov/policy-researchers-implementers/research-innovation,Recipient,,University of Texas Health Science Center at Houston,,"15,000,000.00",Texas,TX,77030,https://sbmi.uth.edu/nccd/,https://sbmi.uth.edu/nccd/
Strategic Health IT Advanced Research Projects (SHARP) Program,SHARPS,http://www.healthit.gov/policy-researchers-implementers/research-innovation,Recipient,,Mayo Clinic Rochester d/b/a Mayo Clinic College of Medicine,,"15,000,000.00",Minnesota,MN,55905,http://www.sharps.org,http://www.sharps.org
Strategic Health IT Advanced Research Projects (SHARP) Program,SHARPn,http://www.healthit.gov/policy-researchers-implementers/research-innovation,Recipient,,University of Illinois Urbana-Champaign,,"15,000,000.00",Illinois,IL,61820,http://informatics.mayo.edu/sharp/index.php/Main_Page,http://informatics.mayo.edu/
Strategic Health IT Advanced Research Projects (SHARP) Program,SMART,http://www.healthit.gov/policy-researchers-implementers/research-innovation,Recipient,,President and Fellows of Harvard College,,"15,000,000.00",Massachusetts,MA,2138,http://smarthealthit.org/,http://smarthealthit.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Program Obligations,,,,"720,933,967.00",National,US,,http://healthit.gov/providers-professionals/regional-extension-centers-recs,http://healthit.gov/providers-professionals/regional-extension-centers-recs
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,University of South Alabama,The Alabama Regional Extension Center (ALREC),"8,572,775.00",Alabama,AL,36688,http://www.al-rec.org,http://www.al-rec.org
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Alaska eHealth Network (AeHN),Alaska eHealth Network (AeHN),"4,488,803.00",Alaska,AK,99507,http://www.ak-ehealth.com/,http://www.ak-ehealth.com/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Arizona Health e-Connecton (AzHeC),Arizona Regional Extension Center,"11,554,775.00",Arizona,AZ,85014,http://www.azhec.org/,http://www.azhec.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,"Arkansas Foundation for Medical Care, Inc.",HITArkansas,"8,434,775.00",Arkansas,AR,72201,http://www.hitarkansas.com/Home_HealthIT.aspx,http://www.hitarkansas.com/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,California Health Information Partnership Services Organization North (CalHIPSO North),California Regional Extension Center (North),"18,390,308.00",California,CA,94607,http://calhipso.org/,http://calhipso.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,California Health Information Partnership Services Organization South (CalHIPSO South),California Regional Extension Center (South),"14,904,252.00",California,CA,94607,http://calhipso.org/,http://calhipso.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,CalOPTIMA Foundation,CalOPTIMA Regional Extension Center,"5,850,000.00",California,CA,92868,http://www.corecoc.org/,http://www.corecoc.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,L.A. Care Health Plan,HITEC-LA,"16,404,775.00",California,CA,90013,http://hitecla.org/,http://hitecla.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Colorado Regional Health Information Organization (CORHIO),Colorado Regional Extension Center (COREC),"13,563,775.00",Colorado,CO,80209,http://www.corhio.org/,http://www.corhio.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,eHealthConnecticut,eHealthConnecticut Regional Extension Center,"6,444,910.00",Connecticut,CT,6067,http://www.ehealthconnecticut.org/,http://www.ehealthconnecticut.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,"Quality Insights of Delaware, Inc.",Quality Insights of Delaware - Regional Extension Center (QIDE REC),"6,120,607.00",Delaware,DE,19810,http://www.dehitrec.org/Pages/default.aspx,http://www.dehitrec.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,eHealth DC,eHealth DC,"6,343,060.00",District Of Columbia,DC,20005,http://www.ehealthdc.org/,http://www.ehealthdc.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,National Indian Health Board (NIHB),National Indian Health Board (NIHB) Regional Extension Center,"16,497,775.00",District Of Columbia,DC,20003,http://www.nihb.org/,http://www.nihb.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,University of Central Florida,Central Florida HIT Initiative,"7,877,059.00",Florida,FL,32817,http://ucf-rec.org/,http://ucf-rec.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,USF Health at the University of South Florida,PaperFree Florida Collaborative Health Information Technology Regional Extension,"6,404,775.00",Florida,FL,33612,http://health.usf.edu/paperfree/index.htm,http://health.usf.edu/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Center for the Advancement of Health IT,Rural and North Florida Regional Extension Center,"11,593,813.00",Florida,FL,33716,https://www.advancehealthit.org/,https://www.advancehealthit.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,"Health Choice Network of Florida, Inc.",South Florida Regional Extension Center (SFREC),"13,456,815.00",Florida,FL,33172,http://southfloridarec.org/,http://southfloridarec.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Morehouse School of Medicine,Georgia Health Information Technology Regional Extension Center (HITREC),"20,618,554.00",Georgia,GA,30310,http://www.ga-hitrec.org,http://www.ga-hitrec.org
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Hawaii Health Information Exchange,Hawaii-Pacific REC,"6,620,775.00",Hawaii,HI,96813,https://www.hawaiihie.org/,https://www.hawaiihie.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Qualis Health,Washington & Idaho Regional Extension Center (WIREC),"13,692,482.00",Idaho,ID,98133,http://hit.qualishealth.org/rec,http://hit.qualishealth.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Northwestern University/Alliance of Chicago Community Health Services,Chicago Health Information Technology Regional Extension Center (CHITREC),"8,271,252.00",Illinois,IL,60611,http://www.chitrec.org,http://www.chitrec.org
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,North Illinois University,Illinois Health Information Technology Regional Extension Center (IL-HITREC),"8,984,775.00",Illinois,IL,60178,http://www.ilhitrec.org/ilhitrec/,http://www.ilhitrec.org/ilhitrec/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Purdue Healthcare Advisors,Indiana Health Information Technology Extension Center (I-HITEC),"12,992,775.00",Indiana,IN,47906,https://pha.purdue.edu/solutions/quality-reporting/purdue-regional-extension-center/,https://pha.purdue.edu/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Telligen,Health Information Technology Regional Extension Center (Iowa HITREC),"7,074,019.00",Iowa,IA,50266,http://www.telligenhitrec.org/,http://www.telligenhitrec.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,"Kansas Foundation for Medical Care, Inc. (KFMC)","Kansas Foundation for Medical Care, Inc. (KFMC)","9,114,775.00",Kansas,KS,66614,http://www.kfmc.org/,http://www.kfmc.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,University of Kentucky Research Foundation,Kentucky Regional Extension Center,"6,944,775.00",Kentucky,KY,40536,http://kentuckyrec.com/,http://kentuckyrec.com/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Louisiana Health Care Quality Forum,Louisiana Health Information Technology Resource Center,"7,766,778.00",Louisiana,LA,70809,http://www.lhcqf.org/,http://www.lhcqf.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,HealthInfoNet,Maine Regional Extension Center (MEREC),"6,009,758.00",Maine,ME,4103,http://www.hinfonet.org/,http://www.hinfonet.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Chesapeake Regional Information System for Our Patients (CRISP),Chesapeake Regional Information System for Our Patients (CRISP) Regional Extension Center,"6,404,775.00",Maryland,MD,21046,http://www.crisphealth.org/,http://www.crisphealth.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Massachusetts eHealth Institute,Massachusetts eHealth Institute,"14,037,775.00",Massachusetts,MA,2108,http://mehi.masstech.org/,http://mehi.masstech.org/
Health IT Regional Extension Center Program,Health IT Regional Extension Center Program,http://healthit.gov/providers-professionals/regional-extension-centers-recs,Recipient,,Altarum Institute,Michigan Center for Effective IT Adoption (M-CEITA),"20,267,990.00",Michigan,MI,48105,http://www.mceita.org/,http://www.mceita.org/
